,timestamp_str,price,volume
1264,Mar 05 2018 01: +0,4.252,71
1265,Mar 06 2018 01: +0,4.319,88
1266,Mar 07 2018 01: +0,4.343,97
1267,Mar 08 2018 01: +0,4.448,94
1268,Mar 09 2018 01: +0,4.609,81
1269,Mar 10 2018 01: +0,4.494,104
1270,Mar 11 2018 01: +0,4.28,107
1271,Mar 12 2018 01: +0,4.296,97
1272,Mar 13 2018 01: +0,4.458,79
1273,Mar 14 2018 01: +0,4.39,75
1274,Mar 15 2018 01: +0,4.13,69
1275,Mar 16 2018 01: +0,4.71,80
1276,Mar 17 2018 01: +0,4.226,112
1277,Mar 18 2018 01: +0,4.257,98
1278,Mar 19 2018 01: +0,4.365,73
1279,Mar 20 2018 01: +0,4.314,65
1280,Mar 21 2018 01: +0,4.238,69
1281,Mar 22 2018 01: +0,4.202,58
1282,Mar 23 2018 01: +0,4.156,84
1283,Mar 24 2018 01: +0,4.378,84
1284,Mar 25 2018 01: +0,4.227,88
1285,Mar 26 2018 01: +0,4.317,76
1286,Mar 27 2018 01: +0,4.283,37
1287,Mar 28 2018 01: +0,4.426,66
1288,Mar 29 2018 01: +0,4.219,121
1289,Mar 30 2018 01: +0,4.375,113
1290,Mar 31 2018 01: +0,4.265,118
1291,Apr 01 2018 01: +0,4.3,133
1292,Apr 02 2018 01: +0,4.895,117
1293,Apr 03 2018 01: +0,4.401,118
1294,Apr 04 2018 01: +0,4.381,79
1295,Apr 05 2018 01: +0,4.443,83
1296,Apr 06 2018 01: +0,4.337,87
1297,Apr 07 2018 01: +0,4.378,104
1298,Apr 08 2018 01: +0,4.221,102
1299,Apr 09 2018 01: +0,4.285,74
1300,Apr 10 2018 01: +0,4.143,93
1301,Apr 11 2018 01: +0,4.094,89
1302,Apr 12 2018 01: +0,4.251,95
1303,Apr 13 2018 01: +0,4.247,110
1304,Apr 14 2018 01: +0,4.586,125
1305,Apr 15 2018 01: +0,4.335,103
1306,Apr 16 2018 01: +0,4.279,87
1307,Apr 17 2018 01: +0,4.337,65
1308,Apr 18 2018 01: +0,4.457,79
1309,Apr 19 2018 01: +0,4.377,54
1310,Apr 20 2018 01: +0,4.519,79
1311,Apr 21 2018 01: +0,4.483,138
1312,Apr 22 2018 01: +0,4.541,122
1313,Apr 23 2018 01: +0,4.475,92
1314,Apr 24 2018 01: +0,4.329,89
1315,Apr 25 2018 01: +0,4.439,96
1316,Apr 26 2018 01: +0,4.306,89
1317,Apr 27 2018 01: +0,4.546,97
1318,Apr 28 2018 01: +0,4.551,120
1319,Apr 29 2018 01: +0,4.532,101
1320,Apr 30 2018 01: +0,4.546,97
1321,May 01 2018 01: +0,4.513,87
1322,May 02 2018 01: +0,4.517,71
1323,May 03 2018 01: +0,4.453,60
1324,May 04 2018 01: +0,4.496,72
1325,May 05 2018 01: +0,4.459,103
1326,May 06 2018 01: +0,4.615,89
1327,May 07 2018 01: +0,4.539,80
1328,May 08 2018 01: +0,4.436,58
1329,May 09 2018 01: +0,4.352,77
1330,May 10 2018 01: +0,4.381,61
1331,May 11 2018 01: +0,4.685,73
1332,May 12 2018 01: +0,4.543,91
1333,May 13 2018 01: +0,4.546,83
1334,May 14 2018 01: +0,4.36,65
1335,May 15 2018 01: +0,4.629,74
1336,May 16 2018 01: +0,4.503,69
1337,May 17 2018 01: +0,4.469,84
1338,May 18 2018 01: +0,4.449,76
1339,May 19 2018 01: +0,4.45,89
1340,May 20 2018 01: +0,4.427,84
1341,May 21 2018 01: +0,4.467,54
1342,May 22 2018 01: +0,4.641,71
1343,May 23 2018 01: +0,4.415,53
1344,May 24 2018 01: +0,4.37,60
1345,May 25 2018 01: +0,4.369,77
1346,May 26 2018 01: +0,4.545,99
1347,May 27 2018 01: +0,4.574,83
1348,May 28 2018 01: +0,4.594,75
1349,May 29 2018 01: +0,4.635,81
1350,May 30 2018 01: +0,4.584,58
1351,May 31 2018 01: +0,4.458,63
1352,Jun 01 2018 01: +0,4.589,119
1353,Jun 02 2018 01: +0,4.521,88
1354,Jun 03 2018 01: +0,4.9,92
1355,Jun 04 2018 01: +0,4.585,73
1356,Jun 05 2018 01: +0,4.655,74
1357,Jun 06 2018 01: +0,4.358,82
1358,Jun 07 2018 01: +0,4.415,78
1359,Jun 08 2018 01: +0,4.444,92
1360,Jun 09 2018 01: +0,4.627,87
1361,Jun 10 2018 01: +0,4.536,86
1362,Jun 11 2018 01: +0,4.513,71
1363,Jun 12 2018 01: +0,4.445,68
1364,Jun 13 2018 01: +0,4.264,56
1365,Jun 14 2018 01: +0,4.235,81
1366,Jun 15 2018 01: +0,4.169,92
1367,Jun 16 2018 01: +0,4.22,83
1368,Jun 17 2018 01: +0,4.166,86
1369,Jun 18 2018 01: +0,4.574,94
1370,Jun 19 2018 01: +0,4.508,77
1371,Jun 20 2018 01: +0,4.108,97
1372,Jun 21 2018 01: +0,4.011,99
1373,Jun 22 2018 01: +0,3.832,142
1374,Jun 23 2018 01: +0,3.77,138
1375,Jun 24 2018 01: +0,3.715,113
1376,Jun 25 2018 01: +0,3.834,122
1377,Jun 26 2018 01: +0,3.933,76
1378,Jun 27 2018 01: +0,3.868,98
1379,Jun 28 2018 01: +0,3.866,92
1380,Jun 29 2018 01: +0,3.865,109
1381,Jun 30 2018 01: +0,4.017,90
1382,Jul 01 2018 01: +0,3.803,121
1383,Jul 02 2018 01: +0,4.01,118
1384,Jul 03 2018 01: +0,3.761,89
1385,Jul 04 2018 01: +0,4.014,105
1386,Jul 05 2018 01: +0,3.847,105
1387,Jul 06 2018 01: +0,3.988,74
1388,Jul 07 2018 01: +0,4.126,79
1389,Jul 08 2018 01: +0,4.095,70
1390,Jul 09 2018 01: +0,4.118,89
1391,Jul 10 2018 01: +0,4.413,80
1392,Jul 11 2018 01: +0,4.245,60
1393,Jul 12 2018 01: +0,4.21,64
1394,Jul 13 2018 01: +0,4.175,69
1395,Jul 14 2018 01: +0,4.113,93
1396,Jul 15 2018 01: +0,4.288,82
1397,Jul 16 2018 01: +0,4.308,83
1398,Jul 17 2018 01: +0,4.266,67
1399,Jul 18 2018 01: +0,4.141,70
1400,Jul 19 2018 01: +0,4.181,77
1401,Jul 20 2018 01: +0,4.328,97
1402,Jul 21 2018 01: +0,4.31,77
1403,Jul 22 2018 01: +0,4.215,82
1404,Jul 23 2018 01: +0,4.339,89
1405,Jul 24 2018 01: +0,4.364,72
1406,Jul 25 2018 01: +0,4.29,99
1407,Jul 26 2018 01: +0,4.288,79
1408,Jul 27 2018 01: +0,4.34,77
1409,Jul 28 2018 01: +0,4.435,69
1410,Jul 29 2018 01: +0,4.426,75
1411,Jul 30 2018 01: +0,4.261,78
1412,Jul 31 2018 01: +0,4.352,79
1413,Aug 01 2018 01: +0,4.361,59
1414,Aug 02 2018 01: +0,4.312,70
1415,Aug 03 2018 01: +0,4.25,76
1416,Aug 04 2018 01: +0,4.36,92
1417,Aug 05 2018 01: +0,4.293,95
1418,Aug 06 2018 01: +0,4.397,107
1419,Aug 07 2018 01: +0,4.664,73
1420,Aug 08 2018 01: +0,4.444,83
1421,Aug 09 2018 01: +0,4.355,76
1422,Aug 10 2018 01: +0,4.323,86
1423,Aug 11 2018 01: +0,4.269,81
1424,Aug 12 2018 01: +0,4.285,77
1425,Aug 13 2018 01: +0,4.353,79
1426,Aug 14 2018 01: +0,4.225,62
1427,Aug 15 2018 01: +0,4.279,68
1428,Aug 16 2018 01: +0,4.342,67
1429,Aug 17 2018 01: +0,4.251,69
1430,Aug 18 2018 01: +0,4.374,66
1431,Aug 19 2018 01: +0,4.566,82
1432,Aug 20 2018 01: +0,4.276,82
1433,Aug 21 2018 01: +0,4.286,77
1434,Aug 22 2018 01: +0,4.268,58
1435,Aug 23 2018 01: +0,4.249,66
1436,Aug 24 2018 01: +0,4.353,75
1437,Aug 25 2018 01: +0,4.28,76
1438,Aug 26 2018 01: +0,4.538,74
1439,Aug 27 2018 01: +0,4.508,64
1440,Aug 28 2018 01: +0,4.513,61
1441,Aug 29 2018 01: +0,4.307,72
1442,Aug 30 2018 01: +0,4.147,62
1443,Aug 31 2018 01: +0,4.293,97
1444,Sep 01 2018 01: +0,4.529,118
1445,Sep 02 2018 01: +0,4.297,101
1446,Sep 03 2018 01: +0,4.3,72
1447,Sep 04 2018 01: +0,4.259,55
1448,Sep 05 2018 01: +0,4.719,53
1449,Sep 06 2018 01: +0,4.374,44
1450,Sep 07 2018 01: +0,4.689,52
1451,Sep 08 2018 01: +0,4.333,81
1452,Sep 09 2018 01: +0,4.234,75
1453,Sep 10 2018 01: +0,4.33,41
1454,Sep 11 2018 01: +0,4.11,57
1455,Sep 12 2018 01: +0,4.404,50
1456,Sep 13 2018 01: +0,4.034,59
1457,Sep 14 2018 01: +0,4.274,64
1458,Sep 15 2018 01: +0,4.294,83
1459,Sep 16 2018 01: +0,4.337,78
1460,Sep 17 2018 01: +0,4.329,69
1461,Sep 18 2018 01: +0,4.395,42
1462,Sep 19 2018 01: +0,4.211,64
1463,Sep 20 2018 01: +0,4.281,54
1464,Sep 21 2018 01: +0,4.404,56
1465,Sep 22 2018 01: +0,4.422,79
1466,Sep 23 2018 01: +0,4.165,89
1467,Sep 24 2018 01: +0,4.702,56
1468,Sep 25 2018 01: +0,4.548,49
1469,Sep 26 2018 01: +0,4.36,60
1470,Sep 27 2018 01: +0,4.36,57
1471,Sep 28 2018 01: +0,4.081,71
1472,Sep 29 2018 01: +0,4.334,78
1473,Sep 30 2018 01: +0,4.372,65
1474,Oct 01 2018 01: +0,4.595,61
1475,Oct 02 2018 01: +0,4.428,66
1476,Oct 03 2018 01: +0,4.367,40
1477,Oct 04 2018 01: +0,4.371,68
1478,Oct 05 2018 01: +0,4.264,65
1479,Oct 06 2018 01: +0,4.271,74
1480,Oct 07 2018 01: +0,4.294,69
1481,Oct 08 2018 01: +0,4.82,70
1482,Oct 09 2018 01: +0,4.272,58
1483,Oct 10 2018 01: +0,4.23,53
1484,Oct 11 2018 01: +0,4.106,57
1485,Oct 12 2018 01: +0,4.128,79
1486,Oct 13 2018 01: +0,4.203,76
1487,Oct 14 2018 01: +0,3.983,79
1488,Oct 15 2018 01: +0,4.303,61
1489,Oct 16 2018 01: +0,4.398,45
1490,Oct 17 2018 01: +0,4.392,65
1491,Oct 18 2018 01: +0,4.304,59
1492,Oct 19 2018 01: +0,4.443,57
1493,Oct 20 2018 01: +0,4.204,105
1494,Oct 21 2018 01: +0,4.083,83
1495,Oct 22 2018 01: +0,4.069,64
1496,Oct 23 2018 01: +0,4.371,47
1497,Oct 24 2018 01: +0,4.243,70
1498,Oct 25 2018 01: +0,4.036,52
1499,Oct 26 2018 01: +0,3.886,90
1500,Oct 27 2018 01: +0,4.053,100
1501,Oct 28 2018 01: +0,4.118,70
1502,Oct 29 2018 01: +0,4.013,68
1503,Oct 30 2018 01: +0,4.18,61
1504,Oct 31 2018 01: +0,3.791,67
1505,Nov 01 2018 01: +0,4.187,73
1506,Nov 02 2018 01: +0,4.169,101
1507,Nov 03 2018 01: +0,4.184,80
1508,Nov 04 2018 01: +0,4.133,72
1509,Nov 05 2018 01: +0,4.567,45
1510,Nov 06 2018 01: +0,5.217,89
1511,Nov 07 2018 01: +0,4.281,46
1512,Nov 08 2018 01: +0,4.327,44
1513,Nov 09 2018 01: +0,4.178,73
1514,Nov 10 2018 01: +0,4.267,110
1515,Nov 11 2018 01: +0,4.302,70
1516,Nov 12 2018 01: +0,4.228,64
1517,Nov 13 2018 01: +0,4.291,57
1518,Nov 14 2018 01: +0,4.111,55
1519,Nov 15 2018 01: +0,4.136,54
1520,Nov 16 2018 01: +0,3.99,54
1521,Nov 17 2018 01: +0,3.973,82
1522,Nov 18 2018 01: +0,4.154,77
1523,Nov 19 2018 01: +0,3.944,48
1524,Nov 20 2018 01: +0,3.931,51
1525,Nov 21 2018 01: +0,4.04,65
1526,Nov 22 2018 01: +0,4.014,65
1527,Nov 23 2018 01: +0,3.764,86
1528,Nov 24 2018 01: +0,3.865,113
1529,Nov 25 2018 01: +0,3.968,83
1530,Nov 26 2018 01: +0,4.632,61
1531,Nov 27 2018 01: +0,3.735,50
1532,Nov 28 2018 01: +0,3.767,55
1533,Nov 29 2018 01: +0,4.102,53
1534,Nov 30 2018 01: +0,3.883,73
1535,Dec 01 2018 01: +0,3.906,90
1536,Dec 02 2018 01: +0,3.947,68
1537,Dec 03 2018 01: +0,3.795,77
1538,Dec 04 2018 01: +0,3.755,54
1539,Dec 05 2018 01: +0,4.561,56
1540,Dec 06 2018 01: +0,4.509,62
1541,Dec 07 2018 01: +0,3.831,69
1542,Dec 08 2018 01: +0,4.059,85
1543,Dec 09 2018 01: +0,3.883,76
1544,Dec 10 2018 01: +0,3.928,58
1545,Dec 11 2018 01: +0,4.321,48
1546,Dec 12 2018 01: +0,3.903,67
1547,Dec 13 2018 01: +0,3.869,38
1548,Dec 14 2018 01: +0,4.122,61
1549,Dec 15 2018 01: +0,3.915,63
1550,Dec 16 2018 01: +0,3.968,82
1551,Dec 17 2018 01: +0,3.896,43
1552,Dec 18 2018 01: +0,3.775,67
1553,Dec 19 2018 01: +0,3.747,68
1554,Dec 20 2018 01: +0,3.64,76
1555,Dec 21 2018 01: +0,3.406,140
1556,Dec 22 2018 01: +0,3.575,91
1557,Dec 23 2018 01: +0,3.704,82
1558,Dec 24 2018 01: +0,3.765,121
1559,Dec 25 2018 01: +0,4.068,162
1560,Dec 26 2018 01: +0,5.077,130
1561,Dec 27 2018 01: +0,3.989,120
1562,Dec 28 2018 01: +0,4.099,97
1563,Dec 29 2018 01: +0,4.081,108
1564,Dec 30 2018 01: +0,3.903,124
1565,Dec 31 2018 01: +0,4.056,89
1566,Jan 01 2019 01: +0,3.9,83
1567,Jan 02 2019 01: +0,4.014,87
1568,Jan 03 2019 01: +0,3.874,92
1569,Jan 04 2019 01: +0,4.13,95
1570,Jan 05 2019 01: +0,4.511,77
1571,Jan 06 2019 01: +0,4.207,74
1572,Jan 07 2019 01: +0,4.011,87
1573,Jan 08 2019 01: +0,4.02,66
1574,Jan 09 2019 01: +0,4.114,61
1575,Jan 10 2019 01: +0,4.184,64
1576,Jan 11 2019 01: +0,4.096,69
1577,Jan 12 2019 01: +0,3.981,94
1578,Jan 13 2019 01: +0,4.095,84
1579,Jan 14 2019 01: +0,4.129,57
1580,Jan 15 2019 01: +0,4.068,82
1581,Jan 16 2019 01: +0,4.122,63
1582,Jan 17 2019 01: +0,3.936,56
1583,Jan 18 2019 01: +0,4.303,67
1584,Jan 19 2019 01: +0,4.211,83
1585,Jan 20 2019 01: +0,4.655,72
1586,Jan 21 2019 01: +0,4.328,79
1587,Jan 22 2019 01: +0,4.185,63
1588,Jan 23 2019 01: +0,4.293,63
1589,Jan 24 2019 01: +0,4.867,53
1590,Jan 25 2019 01: +0,4.259,55
1591,Jan 26 2019 01: +0,4.303,78
1592,Jan 27 2019 01: +0,4.234,69
1593,Jan 28 2019 01: +0,4.326,74
1594,Jan 29 2019 01: +0,4.294,46
1595,Jan 30 2019 01: +0,4.137,60
1596,Jan 31 2019 01: +0,4.2,39
1597,Feb 01 2019 01: +0,4.461,72
1598,Feb 02 2019 01: +0,4.46,65
1599,Feb 03 2019 01: +0,4.49,60
1600,Feb 04 2019 01: +0,4.637,68
1601,Feb 05 2019 01: +0,4.249,75
1602,Feb 06 2019 01: +0,4.362,58
1603,Feb 07 2019 01: +0,4.305,63
1604,Feb 08 2019 01: +0,4.48,78
1605,Feb 09 2019 01: +0,4.315,83
1606,Feb 10 2019 01: +0,4.395,92
1607,Feb 11 2019 01: +0,5.353,55
1608,Feb 12 2019 01: +0,4.393,43
1609,Feb 13 2019 01: +0,4.578,51
1610,Feb 14 2019 01: +0,4.725,34
1611,Feb 15 2019 01: +0,4.695,70
1612,Feb 16 2019 01: +0,4.571,67
1613,Feb 17 2019 01: +0,4.619,59
1614,Feb 18 2019 01: +0,4.502,55
1615,Feb 19 2019 01: +0,4.383,45
1616,Feb 20 2019 01: +0,4.385,49
1617,Feb 21 2019 01: +0,4.398,48
1618,Feb 22 2019 01: +0,4.362,59
1619,Feb 23 2019 01: +0,4.717,69
1620,Feb 24 2019 01: +0,4.749,52
1621,Feb 25 2019 01: +0,4.438,33
1622,Feb 26 2019 01: +0,4.607,38
1623,Feb 27 2019 01: +0,4.748,34
1624,Feb 28 2019 01: +0,4.874,52
1625,Mar 01 2019 01: +0,5.104,43
1626,Mar 02 2019 01: +0,4.788,62
1627,Mar 03 2019 01: +0,4.595,53
1628,Mar 04 2019 01: +0,4.809,50
1629,Mar 05 2019 01: +0,4.699,25
1630,Mar 06 2019 01: +0,4.671,37
1631,Mar 07 2019 01: +0,4.665,35
1632,Mar 08 2019 01: +0,4.771,43
1633,Mar 09 2019 01: +0,4.909,61
1634,Mar 10 2019 01: +0,4.811,55
1635,Mar 11 2019 01: +0,4.978,50
1636,Mar 12 2019 01: +0,5.022,57
1637,Mar 13 2019 01: +0,4.504,51
1638,Mar 14 2019 01: +0,4.905,34
1639,Mar 15 2019 01: +0,4.738,58
1640,Mar 16 2019 01: +0,4.929,67
1641,Mar 17 2019 01: +0,4.587,54
1642,Mar 18 2019 01: +0,4.844,48
1643,Mar 19 2019 01: +0,4.755,40
1644,Mar 20 2019 01: +0,4.733,41
1645,Mar 21 2019 01: +0,4.636,41
1646,Mar 22 2019 01: +0,4.331,45
1647,Mar 23 2019 01: +0,5.024,65
1648,Mar 24 2019 01: +0,5.089,78
1649,Mar 25 2019 01: +0,4.634,55
1650,Mar 26 2019 01: +0,4.821,46
1651,Mar 27 2019 01: +0,4.611,52
1652,Mar 28 2019 01: +0,6.672,52
1653,Mar 29 2019 01: +0,4.469,72
1654,Mar 30 2019 01: +0,4.544,88
1655,Mar 31 2019 01: +0,4.704,73
1656,Apr 01 2019 01: +0,4.648,50
1657,Apr 02 2019 01: +0,4.965,33
1658,Apr 03 2019 01: +0,4.696,31
1659,Apr 04 2019 01: +0,4.432,51
1660,Apr 05 2019 01: +0,4.539,53
1661,Apr 06 2019 01: +0,4.838,72
1662,Apr 07 2019 01: +0,4.721,50
1663,Apr 08 2019 01: +0,4.632,58
1664,Apr 09 2019 01: +0,5.103,39
1665,Apr 10 2019 01: +0,5.038,49
1666,Apr 11 2019 01: +0,4.863,51
1667,Apr 12 2019 01: +0,4.684,41
1668,Apr 13 2019 01: +0,4.631,62
1669,Apr 14 2019 01: +0,4.649,49
1670,Apr 15 2019 01: +0,4.63,44
1671,Apr 16 2019 01: +0,4.624,60
1672,Apr 17 2019 01: +0,4.982,54
1673,Apr 18 2019 01: +0,4.653,49
1674,Apr 19 2019 01: +0,4.688,47
1675,Apr 20 2019 01: +0,4.564,49
1676,Apr 21 2019 01: +0,4.86,79
1677,Apr 22 2019 01: +0,5.015,64
1678,Apr 23 2019 01: +0,5.073,69
1679,Apr 24 2019 01: +0,4.684,58
1680,Apr 25 2019 01: +0,4.578,48
1681,Apr 26 2019 01: +0,4.762,41
1682,Apr 27 2019 01: +0,5.017,59
1683,Apr 28 2019 01: +0,4.676,50
1684,Apr 29 2019 01: +0,4.986,32
1685,Apr 30 2019 01: +0,5.007,38
1686,May 01 2019 01: +0,5.0,44
1687,May 02 2019 01: +0,4.883,49
1688,May 03 2019 01: +0,4.827,63
1689,May 04 2019 01: +0,4.961,50
1690,May 05 2019 01: +0,4.799,68
1691,May 06 2019 01: +0,5.927,43
1692,May 07 2019 01: +0,4.856,41
1693,May 08 2019 01: +0,5.135,60
1694,May 09 2019 01: +0,4.658,50
1695,May 10 2019 01: +0,4.672,61
1696,May 11 2019 01: +0,4.518,66
1697,May 12 2019 01: +0,4.478,60
1698,May 13 2019 01: +0,4.452,33
1699,May 14 2019 01: +0,4.368,39
1700,May 15 2019 01: +0,4.466,33
1701,May 16 2019 01: +0,5.096,26
1702,May 17 2019 01: +0,4.479,44
1703,May 18 2019 01: +0,4.572,50
1704,May 19 2019 01: +0,4.6,57
1705,May 20 2019 01: +0,4.755,34
1706,May 21 2019 01: +0,4.698,33
1707,May 22 2019 01: +0,4.471,36
1708,May 23 2019 01: +0,4.699,48
1709,May 24 2019 01: +0,4.682,40
1710,May 25 2019 01: +0,4.619,64
1711,May 26 2019 01: +0,4.545,52
1712,May 27 2019 01: +0,4.604,45
1713,May 28 2019 01: +0,4.83,41
1714,May 29 2019 01: +0,4.641,46
1715,May 30 2019 01: +0,4.596,47
1716,May 31 2019 01: +0,4.866,39
1717,Jun 01 2019 01: +0,4.771,66
1718,Jun 02 2019 01: +0,4.979,53
1719,Jun 03 2019 01: +0,4.759,50
1720,Jun 04 2019 01: +0,4.804,41
1721,Jun 05 2019 01: +0,4.78,42
1722,Jun 06 2019 01: +0,4.626,46
1723,Jun 07 2019 01: +0,4.744,66
1724,Jun 08 2019 01: +0,4.457,67
1725,Jun 09 2019 01: +0,4.409,68
1726,Jun 10 2019 01: +0,4.59,50
1727,Jun 11 2019 01: +0,4.398,54
1728,Jun 12 2019 01: +0,4.484,41
1729,Jun 13 2019 01: +0,4.353,54
1730,Jun 14 2019 01: +0,4.481,46
1731,Jun 15 2019 01: +0,4.532,59
1732,Jun 16 2019 01: +0,4.5,52
1733,Jun 17 2019 01: +0,4.689,44
1734,Jun 18 2019 01: +0,4.678,41
1735,Jun 19 2019 01: +0,4.66,53
1736,Jun 20 2019 01: +0,4.634,52
1737,Jun 21 2019 01: +0,5.101,51
1738,Jun 22 2019 01: +0,4.841,46
1739,Jun 23 2019 01: +0,4.395,56
1740,Jun 24 2019 01: +0,4.419,61
1741,Jun 25 2019 01: +0,4.416,71
1742,Jun 26 2019 01: +0,4.154,76
1743,Jun 27 2019 01: +0,4.191,72
1744,Jun 28 2019 01: +0,4.465,67
1745,Jun 29 2019 01: +0,4.617,60
1746,Jun 30 2019 01: +0,4.394,81
1747,Jul 01 2019 01: +0,4.417,65
1748,Jul 02 2019 01: +0,4.267,53
1749,Jul 03 2019 01: +0,4.41,47
1750,Jul 04 2019 01: +0,4.172,65
1751,Jul 05 2019 01: +0,4.183,65
1752,Jul 06 2019 01: +0,4.251,73
1753,Jul 07 2019 01: +0,5.121,47
1754,Jul 08 2019 01: +0,4.318,74
1755,Jul 09 2019 01: +0,4.332,56
1756,Jul 10 2019 01: +0,4.825,57
1757,Jul 11 2019 01: +0,4.834,57
1758,Jul 12 2019 01: +0,5.011,51
1759,Jul 13 2019 01: +0,4.766,58
1760,Jul 14 2019 01: +0,4.464,56
1761,Jul 15 2019 01: +0,4.462,49
1762,Jul 16 2019 01: +0,5.348,58
1763,Jul 17 2019 01: +0,4.486,58
1764,Jul 18 2019 01: +0,4.587,35
1765,Jul 19 2019 01: +0,4.66,44
1766,Jul 20 2019 01: +0,4.871,44
1767,Jul 21 2019 01: +0,4.89,45
1768,Jul 22 2019 01: +0,4.857,52
1769,Jul 23 2019 01: +0,4.66,48
1770,Jul 24 2019 01: +0,4.618,69
1771,Jul 25 2019 01: +0,4.545,46
1772,Jul 26 2019 01: +0,4.059,369
1773,Jul 27 2019 01: +0,4.342,199
1774,Jul 28 2019 01: +0,4.519,99
1775,Jul 29 2019 01: +0,4.529,87
1776,Jul 30 2019 01: +0,4.687,71
1777,Jul 31 2019 01: +0,4.763,80
1778,Aug 01 2019 01: +0,4.834,54
1779,Aug 02 2019 01: +0,4.752,60
1780,Aug 03 2019 01: +0,4.787,62
1781,Aug 04 2019 01: +0,4.495,67
1782,Aug 05 2019 01: +0,4.742,64
1783,Aug 06 2019 01: +0,4.85,55
1784,Aug 07 2019 01: +0,4.707,44
1785,Aug 08 2019 01: +0,4.737,63
1786,Aug 09 2019 01: +0,4.979,62
1787,Aug 10 2019 01: +0,4.729,43
1788,Aug 11 2019 01: +0,5.662,65
1789,Aug 12 2019 01: +0,6.41,48
1790,Aug 13 2019 01: +0,4.711,50
1791,Aug 14 2019 01: +0,4.834,46
1792,Aug 15 2019 01: +0,5.422,33
1793,Aug 16 2019 01: +0,4.757,42
1794,Aug 17 2019 01: +0,4.834,99
1795,Aug 18 2019 01: +0,4.887,71
1796,Aug 19 2019 01: +0,4.903,70
1797,Aug 20 2019 01: +0,4.629,65
1798,Aug 21 2019 01: +0,4.941,44
1799,Aug 22 2019 01: +0,4.611,65
1800,Aug 23 2019 01: +0,4.901,56
1801,Aug 24 2019 01: +0,4.596,48
1802,Aug 25 2019 01: +0,4.767,61
1803,Aug 26 2019 01: +0,4.646,37
1804,Aug 27 2019 01: +0,4.377,49
1805,Aug 28 2019 01: +0,4.813,41
1806,Aug 29 2019 01: +0,5.343,35
1807,Aug 30 2019 01: +0,4.43,57
1808,Aug 31 2019 01: +0,4.704,40
1809,Sep 01 2019 01: +0,4.688,47
1810,Sep 02 2019 01: +0,4.605,39
1811,Sep 03 2019 01: +0,4.462,42
1812,Sep 04 2019 01: +0,4.538,38
1813,Sep 05 2019 01: +0,4.445,38
1814,Sep 06 2019 01: +0,4.428,50
1815,Sep 07 2019 01: +0,4.552,63
1816,Sep 08 2019 01: +0,4.621,53
1817,Sep 09 2019 01: +0,4.705,26
1818,Sep 10 2019 01: +0,4.935,43
1819,Sep 11 2019 01: +0,4.664,42
1820,Sep 12 2019 01: +0,4.746,32
1821,Sep 13 2019 01: +0,4.428,47
1822,Sep 14 2019 01: +0,4.668,51
1823,Sep 15 2019 01: +0,4.589,57
1824,Sep 16 2019 01: +0,4.613,36
1825,Sep 17 2019 01: +0,4.353,37
1826,Sep 18 2019 01: +0,4.567,40
1827,Sep 19 2019 01: +0,4.234,27
1828,Sep 20 2019 01: +0,4.502,45
1829,Sep 21 2019 01: +0,4.526,59
1830,Sep 22 2019 01: +0,4.423,49
1831,Sep 23 2019 01: +0,5.761,33
1832,Sep 24 2019 01: +0,4.738,31
1833,Sep 25 2019 01: +0,4.477,40
1834,Sep 26 2019 01: +0,4.589,38
1835,Sep 27 2019 01: +0,4.828,56
1836,Sep 28 2019 01: +0,4.606,68
1837,Sep 29 2019 01: +0,4.753,67
1838,Sep 30 2019 01: +0,4.587,40
1839,Oct 01 2019 01: +0,4.57,35
1840,Oct 02 2019 01: +0,4.551,36
1841,Oct 03 2019 01: +0,4.542,41
1842,Oct 04 2019 01: +0,4.538,36
1843,Oct 05 2019 01: +0,4.529,53
1844,Oct 06 2019 01: +0,4.452,49
1845,Oct 07 2019 01: +0,4.726,27
1846,Oct 08 2019 01: +0,4.498,43
1847,Oct 09 2019 01: +0,4.281,53
1848,Oct 10 2019 01: +0,4.305,52
1849,Oct 11 2019 01: +0,4.23,69
1850,Oct 12 2019 01: +0,5.172,85
1851,Oct 13 2019 01: +0,4.407,82
1852,Oct 14 2019 01: +0,5.216,50
1853,Oct 15 2019 01: +0,4.303,45
1854,Oct 16 2019 01: +0,4.396,34
1855,Oct 17 2019 01: +0,4.41,57
1856,Oct 18 2019 01: +0,4.378,43
1857,Oct 19 2019 01: +0,4.51,73
1858,Oct 20 2019 01: +0,4.984,55
1859,Oct 21 2019 01: +0,4.451,43
1860,Oct 22 2019 01: +0,4.412,36
1861,Oct 23 2019 01: +0,4.551,42
1862,Oct 24 2019 01: +0,4.488,47
1863,Oct 25 2019 01: +0,4.31,46
1864,Oct 26 2019 01: +0,4.563,41
1865,Oct 27 2019 01: +0,4.307,49
1866,Oct 28 2019 01: +0,4.32,41
1867,Oct 29 2019 01: +0,4.687,54
1868,Oct 30 2019 01: +0,4.562,65
1869,Oct 31 2019 01: +0,4.279,49
1870,Nov 01 2019 01: +0,4.333,58
1871,Nov 02 2019 01: +0,4.547,73
1872,Nov 03 2019 01: +0,4.839,36
1873,Nov 04 2019 01: +0,6.186,33
1874,Nov 05 2019 01: +0,4.38,40
1875,Nov 06 2019 01: +0,4.405,26
1876,Nov 07 2019 01: +0,4.389,31
